Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities,Listing_Type,Area_SqFt,Build_Area_SqFt,Price_per_SqFt,Neighborhood,Road_Width_Feet,Year_AD,Property_Age,Age_Unknown,Amenity_Count,Log_Price,Log_Area,Neighborhood_Freq,Neighborhood_MedianPPSF,Predicted_Price,Value_Gap_Pct
"Chapali Cheap Home : House For Sale In Chapali, Kathmandu","Na, Chapali, Kathmandu",Kathmandu,24000000,7,8,4.0,1,South East,2065.0,205,5 Aana,13 Feet / Gravelled,13 Feet ,Gravelled,N/A Aana,2 months ago,['Parking'],Sale,1711.25,,14024.835646457268,Chapali,13.0,2008.0,12.0,0,1,16.993564429978885,7.445563574078014,0.008130081300813009,10348.1860238617,26179195.304646336,-8.324149307444785
"House For Sale In Dhapakhel, Lalitpur","Nearby Sumeru Hospital, Dhapakhel, Lalitpur",Lalitpur,17700000,3,4,2.5,1,West,,4.2K,0-2-2-0 Aana,12 Feet / Blacktopped,12 Feet ,Blacktopped,N/A Aana,2 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",Sale,855.625,,20686.63257852447,Dhapakhel,12.0,,2.0,1,13,16.68907525404123,6.753000249905988,0.005807200929152149,14214.98718796016,18329045.688246157,-3.4319609375492166
"12.5 Anna Jagga On Sale At Lolang Height, Hariyali Samaaj : House For Sale In Balaju, Kathmandu","Lolang Height, Hariyali Samaaj, Balaju, Kathmandu",Kathmandu,2200000,1,1,1.0,2,East,2016.0,699,12.5 Aana,10 Feet / Gravelled,10 Feet ,Gravelled,4 Aana,2 months ago,"['Garden', 'Water Supply', 'Parking']",Sale,4278.125,1369.0,514.2439737034332,Balaju,10.0,2016.0,4.0,0,3,14.603968372873895,8.361503828422954,0.007549361207897794,8249.903321445452,5973387.802974954,-63.16997870280038
"Pasikot Cheap Home 168 Only : House For Sale In Pasikot, Kathmandu","Man, Pasikot, Kathmandu",Kathmandu,16800000,5,5,3.0,1,North East,2074.0,870,3 Aana,14 Feet / Gravelled,14 Feet ,Gravelled,N/A Aana,2 months ago,['Parking'],Sale,1026.75,,16362.308254200147,Pasikot,14.0,2017.0,3.0,0,1,16.636889503897294,6.935127225777988,0.008710801393728223,13391.770148526904,18760510.35311281,-10.45019733584974
"Budhanilkantha 5.5 Ana Home : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,34000000,6,6,3.0,2,North East,2076.0,280,5.5 Aana,30 Feet / Blacktopped,30 Feet ,Blacktopped,N/A Aana,2 months ago,"['Garage', 'Parking']",Sale,1882.375,,18062.288332558604,Budhanilkantha,30.0,2019.0,1.0,0,2,17.341871111992198,7.540820659121453,0.11382113821138211,13184.806428049671,33770801.63839301,0.6786879507960037
"Beautiful Small Home Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,22500000,5,5,3.0,1,South East,2076.0,384,3.0.2 Aana,14 Feet / Gravelled,14 Feet ,Gravelled,N/A Aana,2 months ago,['Parking'],Sale,1026.75,,21913.80569758948,Budhanilkantha,14.0,2019.0,1.0,0,1,16.929025911619092,6.935127225777988,0.11382113821138211,13184.806428049671,19499286.22621901,15.388839052714603
"Chapali Bungalow 13 Ana : House For Sale In Chapali, Kathmandu","Na, Chapali, Kathmandu",Kathmandu,42500000,5,6,3.0,4,South East,2071.0,204,12 Aana,14 Feet / Gravelled,14 Feet ,Gravelled,N/A Aana,2 months ago,"['Garage', 'Backyard', 'Balcony', 'Frontyard', 'Garden', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Store Room']",Sale,4107.0,,10348.1860238617,Chapali,14.0,2014.0,6.0,0,10,17.565014657424058,8.32069157104845,0.008130081300813009,10348.1860238617,57145423.14475597,-25.62833966187881
"Beautiful : House For Sale In Baluwatar, Kathmandu","Chandol, Baluwatar, Kathmandu",Kathmandu,41000000,7,3,2.5,1,North,2066.0,4.5K,0-5-0-0 Aana,10 Feet / Blacktopped,10 Feet ,Blacktopped,N/A Aana,2 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",Sale,1711.25,,23959.0942293645,Baluwatar,10.0,2009.0,11.0,0,13,17.529082649058825,7.445563574078014,0.02032520325203252,19576.333089846605,36964828.0884582,10.916246930421213
"Land For Sale In Kapan, Kathmandu","Chunikhel, alubari, Kapan, Kathmandu",Kathmandu,1300000,0,0,0.0,0,East,,716,7.2 Aana,0 Feet,0 Feet,Unknown,N/A Aana,2 months ago,[],Sale,2464.2000000000003,,527.5545816086357,Kapan,0.0,,2.0,1,0,14.077875591662238,7.810028219088088,0.023228803716608595,14052.66270131135,2873269.190274739,-54.75537048877431
"House On Rent Or Sale At Matatirtha : House For Sale In Matatirtha, Kathmandu","Matatirtha near bus stop, Matatirtha, Kathmandu",Kathmandu,15000000,3,3,0.0,2,West,,879,8.2 Aana,4 Feet,4 Feet,Unknown,N/A Aana,2 months ago,['Garden'],Sale,2806.45,,5344.830657948654,Matatirtha,4.0,,2.0,1,1,16.52356082573315,7.940031877015006,0.0011614401858304297,3041.4899512495185,18559235.58416667,-19.177705719750325
"House For Sale In Bhaisepati, Lalitpur","Bhaisepati,sainbu,pragatinagar, Bhaisepati, Lalitpur",Lalitpur,37500000,8,6,4.0,1,North West,2007.0,689,0-7-1-0 Aana,12 Feet / Blacktopped,12 Feet ,Blacktopped,0-3-0-0 Aana,2 months ago,"['Balcony', 'Garage', 'Backyard', 'Garden', 'Lawn', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Wifi', 'Water Supply', 'Water Tank', 'Water Well', 'Parking', 'Internet', 'Store Room']",Sale,2481.3125,1026.75,15112.969446613435,Bhaisepati,12.0,2007.0,13.0,0,17,17.439851517607305,7.8169458643659855,0.02264808362369338,10000.0,37689954.20574481,-0.5039916066437062
"House For Sale In Tinthana, Kathmandu","Bishnu Devi Village Colony, Tinthana, Kathmandu",Kathmandu,16000000,5,3,2.5,1,East,2076.0,7.1K,0-3-0-0 Aana,13 Feet / Blacktopped,13 Feet ,Blacktopped,2000 Sq. Feet,2 months ago,"['Balcony', 'Fencing', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",Sale,1026.75,2000.0,15583.150718285853,Tinthana,13.0,2019.0,1.0,0,14,16.588099342704055,6.935127225777988,0.0005807200929152149,15583.150718285853,17636762.27369826,-9.280401063970602
"Land For Sale : Land For Sale In Hetauda, Makwanpur","Sunwood Colony Hetauda, Hetauda, Makwanpur",Makwanpur,500000,0,0,0.0,0,South,,175,10 Dhur,6 Meter / Paved,6 Meter ,Paved,N/A Aana,3 months ago,[],Sale,1822.5,,274.34842249657066,Hetauda,19.68504,,2.0,1,0,13.122365377402328,7.508513010248735,0.004645760743321719,301.7832647462277,898619.7783188117,-44.35911471529949
"Urgent House Sale : House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu",Kathmandu,15000000,4,4,3.0,2,West,2014.0,789,3.2 Aana,0 Feet,0 Feet,Unknown,N/A Aana,3 months ago,['Garage'],Sale,1095.2,,13696.128560993426,Kapan,0.0,2014.0,6.0,0,1,16.52356082573315,6.999604932612016,0.023228803716608595,14052.66270131135,17077575.962656915,-12.165520254161924
"Flat System : House For Sale In Tikathali, Lalitpur","Imadol, Tikathali, Lalitpur",Lalitpur,21500000,6,4,2.5,3,West,2076.0,17.4K,0-4-0-0 Aana,20 Feet / Concrete,20 Feet ,Concrete,N/A Aana,3 months ago,"['Balcony', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']",Sale,1369.0,,15704.894083272462,Tikathali,20.0,2019.0,1.0,0,13,16.88356353960952,7.222566018822171,0.011033681765389082,11687.36303871439,22622339.39316139,-4.961199519005833
"Land For Sale In Butwal, Butwal","Madan path, Butwal, Butwal",Butwal,450000,0,0,0.0,0,North East,,162,20*24 Haat,0 Feet,0 Feet,Unknown,N/A Aana,3 months ago,[],Sale,1080.0,,416.6666666666667,Butwal,0.0,,2.0,1,0,13.017005083966255,6.985641817639208,0.003484320557491289,559.4993141289438,818640.2200891228,-45.03079753997306
"Affordable Home At Jorpati : House For Sale In Jorpati, Kathmandu","Beshigaun, Jorpati, Jorpati, Kathmandu",Kathmandu,23500000,0,0,3.0,0,North East,2050.0,573,3 Aana,0 Feet / Alley,0 Feet ,Alley,N/A Aana,3 months ago,[],Sale,1026.75,,22887.752617482347,Jorpati,0.0,1993.0,27.0,0,0,16.97251102166758,6.935127225777988,0.012195121951219513,6000.0,17317479.05476702,35.70104474029148
"Ravishing : House For Sale In Baluwatar, Kathmandu","opposite of Nepal Rastra Bank, Baluwatar, Kathmandu",Kathmandu,60000000,5,5,2.5,1,South,,4K,0-6-0-0 Aana,13 Feet / Blacktopped,13 Feet ,Blacktopped,N/A Sq. Feet,3 months ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Intercom', 'Internet', 'Parking', 'Store Room']",Sale,2053.5,,29218.407596785975,Baluwatar,13.0,,2.0,1,13,17.909855136853043,7.627787788323465,0.02032520325203252,19576.333089846605,53640207.1850127,11.856391219839015
"Commercial : Land For Sale In Gaurighat, Kathmandu","Dibya party palace, Gaurighat, Kathmandu",Kathmandu,4200000,0,0,0.0,1,North,,1.7K,0-6-3-0 Aana,13 Feet / Blacktopped,13 Feet ,Blacktopped,N/A Sq. Feet,3 months ago,"['Drainage', 'Water Well', 'Parking']",Sale,2310.1875,,1818.0342504666828,Gaurighat,13.0,,2.0,1,3,15.250595321348806,7.745516740691571,0.005226480836236934,1460.9203798392987,4260712.299819365,-1.4249330991425793
"Commercial : Land For Sale In Gaurighat, Kathmandu","Nearby Dibya Complex, Gaurighat, Kathmandu",Kathmandu,4200000,0,0,0.0,1,South,,1.1K,0-9-0-0 Aana,13 Feet / Gravelled,13 Feet ,Gravelled,N/A Sq. Feet,3 months ago,"['Drainage', 'Water Supply', 'Parking']",Sale,3080.25,,1363.5256878500122,Gaurighat,13.0,,2.0,1,3,15.250595321348806,8.033090637791,0.005226480836236934,1460.9203798392987,4188685.4253997304,0.27012232839590217
"Commercial : Land For Sale In Gaurighat, Kathmandu","nearby Bagmati Road, Gaurighat, Kathmandu",Kathmandu,4500000,0,0,0.0,0,South,,1.1K,0-5-1-3 Aana,20 Feet / Blacktopped,20 Feet ,Blacktopped,N/A Sq. Feet,3 months ago,"['Drainage', 'Water Well', 'Parking']",Sale,1860.984375,,2418.07511145815,Gaurighat,20.0,,2.0,1,3,15.319588176962746,7.529398066287303,0.005226480836236934,1460.9203798392987,4651660.694881985,-3.260355920818783
"Commercial : Land For Sale In Gaurighat, Kathmandu","Nearby Dibya Complex, Gaurighat, Kathmandu",Kathmandu,4200000,0,0,0.0,0,South,,1.2K,0-9-0-0 Aana,13 Feet / Blacktopped,13 Feet ,Blacktopped,N/A Sq. Feet,3 months ago,['Parking'],Sale,3080.25,,1363.5256878500122,Gaurighat,13.0,,2.0,1,1,15.250595321348806,8.033090637791,0.005226480836236934,1460.9203798392987,3386373.1081072753,24.026498732370342
"Commercial : Land For Sale In Gaurighat, Kathmandu","Bagmati road, Gaurighat, Kathmandu",Kathmandu,6000000,0,0,0.0,1,North,,1.9K,0-3-2-1 Aana,26 Feet / Blacktopped,26 Feet ,Blacktopped,N/A Sq. Feet,3 months ago,['Parking'],Sale,1219.265625,,4920.994963669217,Gaurighat,26.0,,2.0,1,1,15.607270193858982,7.106823839438401,0.005226480836236934,1460.9203798392987,4249684.749085569,41.18694336776528
"Commercial : Land For Sale In Gaurighat, Kathmandu","Nearby Hilary School., Gaurighat, Kathmandu",Kathmandu,8000000,0,0,0.0,0,East,,1.4K,1-0-0-0 Ropani,11 Meter / Blacktopped,11 Meter ,Blacktopped,N/A Sq. Feet,3 months ago,"['Drainage', 'Water Supply', 'Parking', 'Security Staff']",Sale,5476.0,,1460.9203798392987,Gaurighat,36.08924,,2.0,1,4,15.894952224644102,8.608312784783722,0.005226480836236934,1460.9203798392987,7268060.906098001,10.070624109491055
"Boutique On Sale : Business For Sale In Kumaripati, Lalitpur","Kumaripati, Kumaripati, Lalitpur",Lalitpur,2300000,1,0,0.0,0,South,,476,650 Sq. Feet,20 Meter / Blacktopped,20 Meter ,Blacktopped,350 Sq. Feet,3 months ago,"['Balcony', 'Water Tank']",Sale,650.0,350.0,3538.4615384615386,Kumaripati,65.6168,,2.0,1,2,14.648420115681892,6.478509642208569,0.0017421602787456446,3538.4615384615386,3243739.3198886765,-29.094178872581693
"Commercial : Land For Sale In Gaurighat, Kathmandu","Nearby Guheshwori Planning, Gaurighat, Kathmandu",Kathmandu,4200000,0,0,0.0,0,West,,1.3K,0-26-0-0 Aana,20 Feet / Blacktopped,20 Feet ,Blacktopped,N/A Aana,3 months ago,"['Drainage', 'Water Well', 'Parking']",Sale,8898.5,,471.9896611788504,Gaurighat,20.0,,2.0,1,3,15.250595321348806,9.093750374366808,0.005226480836236934,1460.9203798392987,4477582.92656946,-6.199392197123026
"Land Sale : Land For Sale In Birtamod Road, Itahari","Tarahara bhuwanipur, Birtamod Road, Itahari",Itahari,130000,0,0,0.0,0,East,,499,12.5 Dhur,20 Feet / Gravelled,20 Feet ,Gravelled,N/A Aana,3 months ago,[],Sale,2278.125,,57.06447187928669,Birtamod Road,20.0,,2.0,1,0,11.775297421715827,7.731546876359369,0.0017421602787456446,78.87517146776406,193623.3459369066,-32.85933606252145
"Uniform Showroom And Factory : Business For Sale In Samakhusi, Kathmandu","townplanning, Samakhusi, Kathmandu",Kathmandu,750000,0,0,0.0,0,East,,124,4 Aana,0 Feet,0 Feet,Unknown,N/A Aana,3 months ago,[],Sale,1369.0,,547.8451424397371,Samakhusi,0.0,,2.0,1,0,13.527829818844937,7.222566018822171,0.018002322880371662,19104.343428667755,2546036.7285317644,-70.54245166241155
"Karyabinayak Colony House For Sale : House For Sale In Bhaisepati, Lalitpur","bhaisepati, Bhaisepati, Lalitpur",Lalitpur,30000000,4,4,0.0,1,East,,236,3 Aana,0 Feet,0 Feet,Unknown,N/A Aana,3 months ago,"['Modular Kitchen', 'Swimming Pool', 'Solar Water', 'TV Cable', 'Garden', 'Balcony']",Sale,1026.75,,29218.407596785975,Bhaisepati,0.0,,2.0,1,6,17.216707972959764,6.935127225777988,0.02264808362369338,10000.0,26217337.78189359,14.428094299943838
"Pasikot 21 Ana Home : House For Sale In Pasikot, Kathmandu","Na, Pasikot, Kathmandu",Kathmandu,81000000,6,6,3.0,6,East,2072.0,167,21 Aana,15 Feet / Gravelled,15 Feet ,Gravelled,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Store Room', 'Kids Playground', 'Maintenance', 'Parking', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank']",Sale,7187.25,,11269.957215903161,Pasikot,15.0,2015.0,5.0,0,15,18.20995972498239,8.880203027487838,0.008710801393728223,13391.770148526904,84922355.32316604,-4.61875475337418
"Pasikot 12 Ana Home : House For Sale In Pasikot, Kathmandu","Na, Pasikot, Kathmandu",Kathmandu,55000000,5,5,2.0,6,North,2069.0,179,12 Aana,22 Feet / Blacktopped,22 Feet ,Blacktopped,N/A Aana,3 months ago,"['Garage', 'Lawn', 'Backyard', 'Fencing', 'Garden', 'Frontyard', 'Water Well', 'Water Tank', 'Solar Water', 'Drainage']",Sale,4107.0,,13391.770148526904,Pasikot,22.0,2012.0,8.0,0,10,17.822843761378564,8.32069157104845,0.008710801393728223,13391.770148526904,58091230.81838137,-5.321338134573032
"House For Sale In Thankot, Kathmandu","Thankot, Thankot, Kathmandu",Kathmandu,13000000,6,2,3.0,1,West,2001.0,178,0-3-0-0 Aana,23 Feet / Blacktopped,23 Feet ,Blacktopped,0-2-2-0 Aana,3 months ago,"['Electricity Backup', 'Water Supply', 'Water Tank', 'Water Well', 'Balcony']",Sale,1026.75,855.625,12661.309958607257,Thankot,23.0,2001.0,19.0,0,5,16.380459992348886,6.935127225777988,0.005807200929152149,4704.1636230825425,13921891.416437699,-6.621883398323401
"House On Rent At Bafal : House For Sale In Bafal, Kathmandu","Bafal, Bafal, Kathmandu",Kathmandu,30000000,4,3,0.0,1,East,,509,3 Aana,0 Feet,0 Feet,Unknown,N/A Aana,3 months ago,[],Sale,1026.75,,29218.407596785975,Bafal,0.0,,2.0,1,0,17.216707972959764,6.935127225777988,0.004645760743321719,16881.74661147634,24690829.312668756,21.50260171539533
"House For Sale : House For Sale In Nagarjun, Kathmandu","Sitapaila, Nagarjun, Kathmandu",Kathmandu,17500000,5,4,3.0,1,North,,253,3.25 Aana,15 Feet,15 Feet,Unknown,1969.43 Sq. Feet,3 months ago,"['Backyard', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Parking', 'Water Tank', 'Internet', 'Solar Water', 'Electricity Backup', 'Water Supply', 'Cafeteria', 'CCTV']",Sale,1112.3125,1969.43,15732.98870596168,Nagarjun,15.0,,2.0,1,16,16.677711496036597,7.015095084552704,0.0029036004645760743,2921.8407596785974,18941373.71638972,-7.609657768076862
"4.5 Anna Land On Sale At Checkpost : Land For Sale In Chandragiri, Kathmandu","checkpost, Chandragiri, Kathmandu",Kathmandu,1450000,0,0,0.0,0,South East,,264,4.5 Aana,13 Feet,13 Feet,Unknown,N/A Aana,3 months ago,[],Sale,1540.125,,941.4820225631037,Chandragiri,13.0,,2.0,1,0,14.187074804051692,7.340267948188717,0.008130081300813009,1241.7823228634038,1728830.1214517837,-16.12825447636442
"Modern European Design : House For Sale In Naxal, Kathmandu","Nearby Bhatbhateni, Naxal, Kathmandu",Kathmandu,65000000,6,5,2.0,1,East,,1.9K,0-12-0-0 Aana,12 Feet / Blacktopped,12 Feet ,Blacktopped,N/A Aana,3 months ago,"['Garage', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Intercom', 'Internet', 'Kids Playground', 'Parking', 'Store Room']",Sale,4107.0,,15826.637448259069,Naxal,12.0,,2.0,1,16,17.989897843244528,8.32069157104845,0.0040650406504065045,15826.637448259069,65135594.453699924,-0.20817258956054838
"1.5 Storey House On Sale At Matairtha : House For Sale In Chandragiri, Kathmandu","matatirtha, Chandragiri, Kathmandu",Kathmandu,9500000,3,1,0.0,1,South,2076.0,713,3 Aana,13 Feet / Gravelled,13 Feet ,Gravelled,2076 Aana,3 months ago,[],Sale,1026.75,710511.0,9252.495738982225,Chandragiri,13.0,2019.0,1.0,0,0,16.066802461833923,6.935127225777988,0.008130081300813009,1241.7823228634038,9283293.584659796,2.3343699449331314
"House For Sale In Thapathali, Kathmandu","Nearby Norvic Hospital, Thapathali, Kathmandu",Kathmandu,9000000,6,3,3.0,1,East,2064.0,8.2K,0-6-1-2 Aana,10 Feet / Paved,10 Feet ,Paved,3000 Sq. Feet,3 months ago,"['Fencing', 'Frontyard', 'Garden', 'TV Cable', 'Drainage', 'Solar Water', 'Water Well', 'Internet', 'Parking', 'Store Room']",Sale,2181.84375,3000.0,4124.951660722726,Thapathali,10.0,2007.0,13.0,0,10,16.012735246411598,7.688383778175172,0.0023228803716608595,2939.028058264942,13385244.68154196,-32.76178199109908
"Hattigauda Plotting : Land For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,2900000,0,0,0.0,0,East,,573,14 Aana,20 Feet / Gravelled,20 Feet ,Gravelled,N/A Aana,3 months ago,[],Sale,4791.5,,605.2384430762809,Hattigauda,20.0,,2.0,1,0,14.88022163978423,8.4748074749198,0.022067363530778164,14609.203798392988,3559305.7833609446,-18.523437532202756
"Dahal Niwas For Sale. : House For Sale In Gairigaun, Kathmandu","104, Panchashil Galli,, Gairigaun, Kathmandu",Kathmandu,80000000,16,10,4.0,2,South,2010.0,226,0-9-0-0 Aana,8 Feet / Paved,8 Feet ,Paved,0-7-0-0 Aana,3 months ago,"['Air Condition', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Water Well', 'Water Tank', 'Parking', 'Intercom', 'Store Room', 'Drainage', 'Washing Machine', 'Microwave']",Sale,3080.25,2395.75,25971.917863809755,Gairigaun,8.0,2010.0,10.0,0,14,18.197537205138154,8.033090637791,0.0005807200929152149,25971.917863809755,70039083.83856118,14.2219395450668
"House On Sale At Imadole : House For Sale In Imadol, Lalitpur","imadole, Imadol, Lalitpur",Lalitpur,20000000,3,3,0.0,1,East,,280,3 Aana,0 Feet,0 Feet,Unknown,N/A Aana,3 months ago,['Parking'],Sale,1026.75,,19478.938397857317,Imadol,0.0,,2.0,1,1,16.811242881518265,6.935127225777988,0.050522648083623695,16278.8270896379,18639082.419963155,7.3014194013072835
"Urgent Land Sale : Land For Sale In Dharan, Dharan","Dharan 20, Dharan, Dharan",Dharan,1600000,0,0,0.0,0,East,,216,7 Kattha,0 Meter / Gravelled,0 Meter ,Gravelled,7 Kattha,3 months ago,[],Sale,25515.0,25515.0,62.708210856359,Dharan,0.0,,2.0,1,0,14.285514812209815,10.147060985361845,0.005807200929152149,452.55765420374473,1566232.8759220964,2.1559453001536366
"Bhaktapur Land Sale 24 Anna (NEGOTIABLE) : Land For Sale In Kharipati, Bhaktapur","Bageshwori, Kharipati, Bhaktapur",Bhaktapur,1500000,0,0,0.0,0,South,,164,1.5 Ropani,20 Feet / Gravelled,20 Feet ,Gravelled,N/A Aana,3 months ago,[],Sale,8214.0,,182.61504747991233,Kharipati,20.0,,2.0,1,0,14.220976332738882,9.01371703047137,0.0005807200929152149,182.61504747991233,943428.7342228034,58.99452132287448
"Comercial Co Residential : Land For Sale In Koteshwor, Kathmandu","Balkumari-8, Koteshwor, Kathmandu",Kathmandu,4100000,0,0,0.0,0,South East,,137,16 Aana,18 Feet / Blacktopped,18 Feet ,Blacktopped,16 Aana,3 months ago,[],Sale,5476.0,5476.0,748.7216946676406,Koteshwor,18.0,,2.0,1,0,15.226497775576945,8.608312784783722,0.004645760743321719,1823.906416811822,2554713.7638190007,60.487646720585076
"Residential And Personal : House For Sale In Bafal, Kathmandu","Gandakbasti, Bafal, Kathmandu",Kathmandu,31000000,7,3,3.0,1,South,2014.0,187,0-4-0-0 Aana,10 Feet / Blacktopped,10 Feet ,Blacktopped,0-4-0-0 Aana,3 months ago,"['Garage', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Well', 'Water Tank', 'Parking', 'Electricity Backup', 'Internet']",Sale,1369.0,1369.0,22644.26588750913,Bafal,10.0,2014.0,6.0,0,12,17.249497794707484,7.222566018822171,0.004645760743321719,16881.74661147634,28595964.788140878,8.406903665149661
"House For Sale In Butwal, Butwal","Bu. Na. Pa. 11, rupandehi, Butwal, Butwal",Butwal,900000,0,2,2.0,4,East,2014.0,195,16 Dhur,50 Feet / Blacktopped,50 Feet ,Blacktopped,1400 Sq. Feet,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Fencing', 'Garden', 'Frontyard', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Parking', 'Internet', 'Kids Playground', 'Store Room']",Sale,2916.0,1400.0,308.641975308642,Butwal,50.0,2014.0,6.0,0,15,13.710151153416941,7.978310969867722,0.003484320557491289,559.4993141289438,24810002.643991172,-96.37243085817254
"Prime Location House Is For Sale : House For Sale In Gwarko, Lalitpur","Imadol, Gwarko, Lalitpur",Lalitpur,17500000,3,3,0.0,1,North West,2016.0,1.6K,0-0-3 Aana,13 Feet / Blacktopped,13 Feet ,Blacktopped,0-0-3 Aana,3 months ago,[],Sale,64.171875,64.171875,272705.1375700024,Gwarko,13.0,2016.0,4.0,0,0,16.677711496036597,4.177028010837273,0.0017421602787456446,20035.479494938954,19735222.023753054,-11.326054609686025
"Beautiful Designed House In Peaceful Area Is On Sale : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur",Lalitpur,19500000,5,3,3.0,1,North East,,1K,0-3-0-0 Aana,20 Feet,20 Feet,Unknown,1798 Sq. Feet,3 months ago,"['Modular Kitchen', 'Water Supply', 'Solar Water', 'TV Cable', 'Water Well', 'Water Tank', 'Internet', 'Wifi', 'Parking', 'Balcony', 'Drainage']",Sale,1026.75,1798.0,18991.964937910885,Imadol,20.0,,2.0,1,11,16.785925074816024,6.935127225777988,0.050522648083623695,16278.8270896379,19163768.635783095,1.7545158815426576
"4 Ropani Land For Sale At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,0.0,0,East,,325,0-64-0-0 Aana,20 Feet / Blacktopped,20 Feet ,Blacktopped,N/A Aana,3 months ago,[],Sale,21904.0,,159.7881665449233,Budhanilkantha,20.0,,2.0,1,0,15.068273812173887,9.994470200248,0.11382113821138211,13184.806428049671,3971163.2596903616,-11.864615702732378
"Fully Furnished Brand New Bungalow For Sale In Dhapasi, Kunwar Colony : House For Sale In Budhanilkantha, Kathmandu","Dhapasi, Kunwar Colony, Budhanilkantha, Kathmandu",Kathmandu,65000000,5,4,2.0,1,East,2076.0,459,0-8-0-0 Aana,20 Feet / Blacktopped,20 Feet ,Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Parking', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']",Sale,2738.0,,23739.956172388604,Budhanilkantha,20.0,2019.0,1.0,0,25,17.989897843244528,7.915348169263078,0.11382113821138211,13184.806428049671,57245599.65493436,13.54584525589337
"6 Bhk 20 Anna Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","6 Bhk 20 Anna Bungalow For Sale At Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,150000000,6,6,2.0,4,East,,537,0-20-0-0 Aana,18 Feet / Blacktopped,18 Feet ,Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Wifi', 'Drainage', 'Parking', 'Water Tank', 'Water Well', 'Solar Water', 'Cafeteria', 'Electricity Backup', 'Internet', 'Kids Playground']",Sale,6845.0,,21913.80569758948,Budhanilkantha,18.0,,2.0,1,20,18.826145858727198,8.831419819090131,0.11382113821138211,13184.806428049671,128044341.91275892,17.146917824920557
